1 25.9889610786 9.41407468898
1 34.2822948392 18.1948246024
1 23.0983292535 33.6066752809
1 29.1975481165 17.1497308781
1 33.391824879 37.7295971111
1 19.2740469575 4.08673455789
1 0 40.5641512407
1 37.11321165 11.5190921891
1 35.9229353754 37.2432667629
1 29.7497336842 16.75392346
1 40.7916881552 22.4025486614
1 18.2149196318 39.4089258331
1 40.1252123938 20.7601977817
1 41.7202891511 20.3078850786
1 8.33429335243 30.6447854254
1 25.6796543958 27.6613138943
1 27.6927240117 47.7221400523
1 11.8757161733 14.614614328
1 31.1676160012 15.4641395094
1 3.62495251062 21.6215657869
1 17.5198446426 29.9298866752
1 9.00487750609 38.2528722362
1 28.2950507535 30.8649741294
1 28.8886876707 19.8272067381
1 35.7705970063 29.7110740701
1 28.8488408078 26.3544709806
1 10.2731530919 10.3874743405
1 29.6894354961 28.5830787351
1 35.4838410402 26.7997393473
1 11.5705583057 25.0011451222
1 29.7720147683 5.95361703456
1 36.2924387788 9.20222004087
1 34.6525881772 27.3571631069
1 18.2758416372 25.5723304407
1 26.1700451894 27.2478823074
1 16.9961841845 33.104534219
1 37.1198233585 31.6133643515
1 18.0330212788 16.361050501
1 36.0101818857 18.786330196
1 25.4754127509 36.6493433758
1 23.0255882986 31.8701870585
1 16.0461426689 30.3489522194
1 37.6679338196 17.4041524686
1 25.9508138306 29.5354037706
1 31.5226173733 29.4834025351
1 15.1222789127 21.7076217259
1 25.0965300223 28.7908279698
1 0.101091249902 35.1752261347
1 18.3681405002 31.4681214165
1 14.4428710866 33.763882655
1 18.9770002477 16.2507475793
1 26.3925421556 31.0554698942
1 24.2020271947 24.4668778565
1 39.4754170581 21.4722961882
1 28.7307699512 43.1782106063
1 31.054816924 22.3106211877
1 21.3852635246 45.1934705221
1 18.8167941608 33.6026927591
1 30.0683330265 40.753257728
1 48.774684516 21.1427337469
1 32.069758876 19.4991714128
1 33.2772966951 36.1396290745
1 32.8385200385 18.2470886867
1 17.8513732455 14.590709617
1 33.2801943994 2.16268000041
1 22.6964430724 19.3582295369
1 18.9630949104 16.113841669
1 22.5518216415 19.3812636203
1 27.2877600331 0
1 19.1806842318 14.999710847
1 13.1833299691 7.15495573864
1 25.1287023057 33.9582914684
1 32.880352273 14.7832939
1 17.8900416712 20.0057753239
1 24.8320605626 17.9129933853
1 24.7452126337 41.2080013399
1 15.6393344225 33.9823577501
1 20.4323126995 10.1635756132
1 46.6322387326 37.2498453043
1 42.01685012 20.2448274347
1 36.8635094631 13.787258307
1 17.8787123703 21.9144281677
1 20.2140192258 40.9843116523
1 28.7172027926 24.0178041773
1 7.8514337657 24.4782540595
1 35.4981120818 40.3683788932
1 5.64154816682 25.1585644942
1 41.6093487943 24.8646228598
1 16.5597553553 16.1172836271
